"Occupations","Gender","Boroughs","year","Salary","year_range"
"Arts, design, entertainment, sports, and media occupations","Male","New York County","year2010",51856,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Male","New York County","year2011",61588,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Male","New York County","year2012",57397,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Male","New York County","year2013",63063,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Male","New York County","year2014",60151,"year2014_2016"
"Arts, design, entertainment, sports, and media occupations","Male","New York County","year2015",60611,"year2014_2016"
"Arts, design, entertainment, sports, and media occupations","Male","New York County","year2016",60448,"year2014_2016"
"Arts, design, entertainment, sports, and media occupations","Male","New York County","year2017",66363,"year2017_2019"
"Arts, design, entertainment, sports, and media occupations","Male","New York County","year2018",80882,"year2017_2019"
"Arts, design, entertainment, sports, and media occupations","Male","New York County","year2019",70672,"year2017_2019"
"Health diagnosing and treating practitioners and other technical occupations","Male","New York County","year2010",127862,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Male","New York County","year2011",75595,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Male","New York County","year2012",110305,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Male","New York County","year2013",101795,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Male","New York County","year2014",102440,"year2014_2016"
"Health diagnosing and treating practitioners and other technical occupations","Male","New York County","year2015",141168,"year2014_2016"
"Health diagnosing and treating practitioners and other technical occupations","Male","New York County","year2016",90507,"year2014_2016"
"Health diagnosing and treating practitioners and other technical occupations","Male","New York County","year2017",110323,"year2017_2019"
"Health diagnosing and treating practitioners and other technical occupations","Male","New York County","year2018",126304,"year2017_2019"
"Health diagnosing and treating practitioners and other technical occupations","Male","New York County","year2019",171964,"year2017_2019"
"Health technologists and technicians","Male","New York County","year2010",40143,"year2010_2013"
"Health technologists and technicians","Male","New York County","year2011",50275,"year2010_2013"
"Health technologists and technicians","Male","New York County","year2012",43028,"year2010_2013"
"Health technologists and technicians","Male","New York County","year2013",75669,"year2010_2013"
"Health technologists and technicians","Male","New York County","year2014",55625,"year2014_2016"
"Health technologists and technicians","Male","New York County","year2015",42558,"year2014_2016"
"Health technologists and technicians","Male","New York County","year2016",37903,"year2014_2016"
"Health technologists and technicians","Male","New York County","year2017",49292,"year2017_2019"
"Health technologists and technicians","Male","New York County","year2018",86322,"year2017_2019"
"Health technologists and technicians","Male","New York County","year2019",70398,"year2017_2019"
"Healthcare support occupations","Male","New York County","year2010",38415,"year2010_2013"
"Healthcare support occupations","Male","New York County","year2011",21748,"year2010_2013"
"Healthcare support occupations","Male","New York County","year2012",33093,"year2010_2013"
"Healthcare support occupations","Male","New York County","year2013",26441,"year2010_2013"
"Healthcare support occupations","Male","New York County","year2014",16584,"year2014_2016"
"Healthcare support occupations","Male","New York County","year2015",39757,"year2014_2016"
"Healthcare support occupations","Male","New York County","year2016",22353,"year2014_2016"
"Healthcare support occupations","Male","New York County","year2017",25315,"year2017_2019"
"Healthcare support occupations","Male","New York County","year2018",22317,"year2017_2019"
"Healthcare support occupations","Male","New York County","year2019",25149,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","New York County","year2010",29004,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","New York County","year2011",20122,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","New York County","year2012",33569,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","New York County","year2013",23898,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","New York County","year2014",26428,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","New York County","year2015",25342,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","New York County","year2016",32031,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","New York County","year2017",39559,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","New York County","year2018",29642,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","New York County","year2019",35739,"year2017_2019"
"Law enforcement workers including supervisors","Male","New York County","year2010",82054,"year2010_2013"
"Law enforcement workers including supervisors","Male","New York County","year2011",73586,"year2010_2013"
"Law enforcement workers including supervisors","Male","New York County","year2012",67310,"year2010_2013"
"Law enforcement workers including supervisors","Male","New York County","year2013",95245,"year2010_2013"
"Law enforcement workers including supervisors","Male","New York County","year2014",59650,"year2014_2016"
"Law enforcement workers including supervisors","Male","New York County","year2015",87691,"year2014_2016"
"Law enforcement workers including supervisors","Male","New York County","year2016",73132,"year2014_2016"
"Law enforcement workers including supervisors","Male","New York County","year2017",78125,"year2017_2019"
"Law enforcement workers including supervisors","Male","New York County","year2018",56930,"year2017_2019"
"Law enforcement workers including supervisors","Male","New York County","year2019",86559,"year2017_2019"
"Food preparation and serving related occupations","Male","New York County","year2010",21144,"year2010_2013"
"Food preparation and serving related occupations","Male","New York County","year2011",19223,"year2010_2013"
"Food preparation and serving related occupations","Male","New York County","year2012",18565,"year2010_2013"
"Food preparation and serving related occupations","Male","New York County","year2013",20612,"year2010_2013"
"Food preparation and serving related occupations","Male","New York County","year2014",20655,"year2014_2016"
"Food preparation and serving related occupations","Male","New York County","year2015",22068,"year2014_2016"
"Food preparation and serving related occupations","Male","New York County","year2016",23728,"year2014_2016"
"Food preparation and serving related occupations","Male","New York County","year2017",25051,"year2017_2019"
"Food preparation and serving related occupations","Male","New York County","year2018",31883,"year2017_2019"
"Food preparation and serving related occupations","Male","New York County","year2019",25671,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Male","New York County","year2010",27796,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Male","New York County","year2011",21219,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Male","New York County","year2012",30476,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Male","New York County","year2013",26513,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Male","New York County","year2014",27015,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Male","New York County","year2015",25818,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Male","New York County","year2016",32323,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Male","New York County","year2017",29019,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Male","New York County","year2018",29903,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Male","New York County","year2019",30311,"year2017_2019"
"Personal care and service occupations","Male","New York County","year2010",28697,"year2010_2013"
"Personal care and service occupations","Male","New York County","year2011",35932,"year2010_2013"
"Personal care and service occupations","Male","New York County","year2012",19939,"year2010_2013"
"Personal care and service occupations","Male","New York County","year2013",30694,"year2010_2013"
"Personal care and service occupations","Male","New York County","year2014",24464,"year2014_2016"
"Personal care and service occupations","Male","New York County","year2015",29148,"year2014_2016"
"Personal care and service occupations","Male","New York County","year2016",31388,"year2014_2016"
"Personal care and service occupations","Male","New York County","year2017",37381,"year2017_2019"
"Personal care and service occupations","Male","New York County","year2018",34578,"year2017_2019"
"Personal care and service occupations","Male","New York County","year2019",17461,"year2017_2019"
"Sales and related occupations","Male","New York County","year2010",71113,"year2010_2013"
"Sales and related occupations","Male","New York County","year2011",95365,"year2010_2013"
"Sales and related occupations","Male","New York County","year2012",75564,"year2010_2013"
"Sales and related occupations","Male","New York County","year2013",76301,"year2010_2013"
"Sales and related occupations","Male","New York County","year2014",81550,"year2014_2016"
"Sales and related occupations","Male","New York County","year2015",82437,"year2014_2016"
"Sales and related occupations","Male","New York County","year2016",80119,"year2014_2016"
"Sales and related occupations","Male","New York County","year2017",76708,"year2017_2019"
"Sales and related occupations","Male","New York County","year2018",91349,"year2017_2019"
"Sales and related occupations","Male","New York County","year2019",101120,"year2017_2019"
"Office and administrative support occupations","Male","New York County","year2010",32461,"year2010_2013"
"Office and administrative support occupations","Male","New York County","year2011",36482,"year2010_2013"
"Office and administrative support occupations","Male","New York County","year2012",41583,"year2010_2013"
"Office and administrative support occupations","Male","New York County","year2013",31366,"year2010_2013"
"Office and administrative support occupations","Male","New York County","year2014",34970,"year2014_2016"
"Office and administrative support occupations","Male","New York County","year2015",36967,"year2014_2016"
"Office and administrative support occupations","Male","New York County","year2016",40955,"year2014_2016"
"Office and administrative support occupations","Male","New York County","year2017",45204,"year2017_2019"
"Office and administrative support occupations","Male","New York County","year2018",46202,"year2017_2019"
"Office and administrative support occupations","Male","New York County","year2019",59995,"year2017_2019"
"Farming, fishing, and forestry occupations","Male","New York County","year2010",18486,"year2010_2013"
"Farming, fishing, and forestry occupations","Male","New York County","year2011",35364,"year2010_2013"
"Farming, fishing, and forestry occupations","Male","New York County","year2012",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Male","New York County","year2013",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Male","New York County","year2014",NA,"year2014_2016"
"Farming, fishing, and forestry occupations","Male","New York County","year2015",NA,"year2014_2016"
"Farming, fishing, and forestry occupations","Male","New York County","year2016",NA,"year2014_2016"
"Farming, fishing, and forestry occupations","Male","New York County","year2017",14021,"year2017_2019"
"Farming, fishing, and forestry occupations","Male","New York County","year2018",35529,"year2017_2019"
"Farming, fishing, and forestry occupations","Male","New York County","year2019",NA,"year2017_2019"
"Construction and extraction occupations","Male","New York County","year2010",24712,"year2010_2013"
"Construction and extraction occupations","Male","New York County","year2011",22414,"year2010_2013"
"Construction and extraction occupations","Male","New York County","year2012",26089,"year2010_2013"
"Construction and extraction occupations","Male","New York County","year2013",35103,"year2010_2013"
"Construction and extraction occupations","Male","New York County","year2014",31934,"year2014_2016"
"Construction and extraction occupations","Male","New York County","year2015",26828,"year2014_2016"
"Construction and extraction occupations","Male","New York County","year2016",35291,"year2014_2016"
"Construction and extraction occupations","Male","New York County","year2017",35290,"year2017_2019"
"Construction and extraction occupations","Male","New York County","year2018",28193,"year2017_2019"
"Construction and extraction occupations","Male","New York County","year2019",42710,"year2017_2019"
"Installation, maintenance, and repair occupations","Male","New York County","year2010",33243,"year2010_2013"
"Installation, maintenance, and repair occupations","Male","New York County","year2011",30004,"year2010_2013"
"Installation, maintenance, and repair occupations","Male","New York County","year2012",35087,"year2010_2013"
"Installation, maintenance, and repair occupations","Male","New York County","year2013",30343,"year2010_2013"
"Installation, maintenance, and repair occupations","Male","New York County","year2014",35906,"year2014_2016"
"Installation, maintenance, and repair occupations","Male","New York County","year2015",50456,"year2014_2016"
"Installation, maintenance, and repair occupations","Male","New York County","year2016",40702,"year2014_2016"
"Installation, maintenance, and repair occupations","Male","New York County","year2017",31319,"year2017_2019"
"Installation, maintenance, and repair occupations","Male","New York County","year2018",31945,"year2017_2019"
"Installation, maintenance, and repair occupations","Male","New York County","year2019",35364,"year2017_2019"
"Production occupations","Male","New York County","year2010",25548,"year2010_2013"
"Production occupations","Male","New York County","year2011",26594,"year2010_2013"
"Production occupations","Male","New York County","year2012",31257,"year2010_2013"
"Production occupations","Male","New York County","year2013",34277,"year2010_2013"
"Production occupations","Male","New York County","year2014",22359,"year2014_2016"
"Production occupations","Male","New York County","year2015",30348,"year2014_2016"
"Production occupations","Male","New York County","year2016",25835,"year2014_2016"
"Production occupations","Male","New York County","year2017",36435,"year2017_2019"
"Production occupations","Male","New York County","year2018",34794,"year2017_2019"
"Production occupations","Male","New York County","year2019",46723,"year2017_2019"
"Transportation occupations","Male","New York County","year2010",22094,"year2010_2013"
"Transportation occupations","Male","New York County","year2011",22135,"year2010_2013"
"Transportation occupations","Male","New York County","year2012",25004,"year2010_2013"
"Transportation occupations","Male","New York County","year2013",21404,"year2010_2013"
"Transportation occupations","Male","New York County","year2014",28462,"year2014_2016"
"Transportation occupations","Male","New York County","year2015",26570,"year2014_2016"
"Transportation occupations","Male","New York County","year2016",26706,"year2014_2016"
"Transportation occupations","Male","New York County","year2017",26270,"year2017_2019"
"Transportation occupations","Male","New York County","year2018",31062,"year2017_2019"
"Transportation occupations","Male","New York County","year2019",32128,"year2017_2019"
"Material moving occupations","Male","New York County","year2010",19221,"year2010_2013"
"Material moving occupations","Male","New York County","year2011",18605,"year2010_2013"
"Material moving occupations","Male","New York County","year2012",17073,"year2010_2013"
"Material moving occupations","Male","New York County","year2013",34588,"year2010_2013"
"Material moving occupations","Male","New York County","year2014",30341,"year2014_2016"
"Material moving occupations","Male","New York County","year2015",21764,"year2014_2016"
"Material moving occupations","Male","New York County","year2016",26071,"year2014_2016"
"Material moving occupations","Male","New York County","year2017",20419,"year2017_2019"
"Material moving occupations","Male","New York County","year2018",21385,"year2017_2019"
"Material moving occupations","Male","New York County","year2019",29345,"year2017_2019"
"Management occupations","Female","New York County","year2010",81424,"year2010_2013"
"Management occupations","Female","New York County","year2011",81609,"year2010_2013"
"Management occupations","Female","New York County","year2012",83239,"year2010_2013"
"Management occupations","Female","New York County","year2013",88455,"year2010_2013"
"Management occupations","Female","New York County","year2014",85818,"year2014_2016"
"Management occupations","Female","New York County","year2015",93148,"year2014_2016"
"Management occupations","Female","New York County","year2016",91611,"year2014_2016"
"Management occupations","Female","New York County","year2017",93950,"year2017_2019"
"Management occupations","Female","New York County","year2018",95844,"year2017_2019"
"Management occupations","Female","New York County","year2019",103439,"year2017_2019"
"Business and financial operations occupations","Female","New York County","year2010",66629,"year2010_2013"
"Business and financial operations occupations","Female","New York County","year2011",75495,"year2010_2013"
"Business and financial operations occupations","Female","New York County","year2012",72472,"year2010_2013"
"Business and financial operations occupations","Female","New York County","year2013",77308,"year2010_2013"
"Business and financial operations occupations","Female","New York County","year2014",76469,"year2014_2016"
"Business and financial operations occupations","Female","New York County","year2015",77239,"year2014_2016"
"Business and financial operations occupations","Female","New York County","year2016",80324,"year2014_2016"
"Business and financial operations occupations","Female","New York County","year2017",91975,"year2017_2019"
"Business and financial operations occupations","Female","New York County","year2018",81568,"year2017_2019"
"Business and financial operations occupations","Female","New York County","year2019",97153,"year2017_2019"
"Computer and mathematical occupations","Female","New York County","year2010",65183,"year2010_2013"
"Computer and mathematical occupations","Female","New York County","year2011",75969,"year2010_2013"
"Computer and mathematical occupations","Female","New York County","year2012",74631,"year2010_2013"
"Computer and mathematical occupations","Female","New York County","year2013",81374,"year2010_2013"
"Computer and mathematical occupations","Female","New York County","year2014",73027,"year2014_2016"
"Computer and mathematical occupations","Female","New York County","year2015",81317,"year2014_2016"
"Computer and mathematical occupations","Female","New York County","year2016",77045,"year2014_2016"
"Computer and mathematical occupations","Female","New York County","year2017",70696,"year2017_2019"
"Computer and mathematical occupations","Female","New York County","year2018",82790,"year2017_2019"
"Computer and mathematical occupations","Female","New York County","year2019",84254,"year2017_2019"
"Architecture and engineering occupations","Female","New York County","year2010",68612,"year2010_2013"
"Architecture and engineering occupations","Female","New York County","year2011",76303,"year2010_2013"
"Architecture and engineering occupations","Female","New York County","year2012",52279,"year2010_2013"
"Architecture and engineering occupations","Female","New York County","year2013",70236,"year2010_2013"
"Architecture and engineering occupations","Female","New York County","year2014",101156,"year2014_2016"
"Architecture and engineering occupations","Female","New York County","year2015",82150,"year2014_2016"
"Architecture and engineering occupations","Female","New York County","year2016",65732,"year2014_2016"
"Architecture and engineering occupations","Female","New York County","year2017",69588,"year2017_2019"
"Architecture and engineering occupations","Female","New York County","year2018",56126,"year2017_2019"
"Architecture and engineering occupations","Female","New York County","year2019",73675,"year2017_2019"
"Life, physical, and social science occupations","Female","New York County","year2010",46387,"year2010_2013"
"Life, physical, and social science occupations","Female","New York County","year2011",43674,"year2010_2013"
"Life, physical, and social science occupations","Female","New York County","year2012",55858,"year2010_2013"
"Life, physical, and social science occupations","Female","New York County","year2013",61028,"year2010_2013"
"Life, physical, and social science occupations","Female","New York County","year2014",56663,"year2014_2016"
"Life, physical, and social science occupations","Female","New York County","year2015",49569,"year2014_2016"
"Life, physical, and social science occupations","Female","New York County","year2016",60508,"year2014_2016"
"Life, physical, and social science occupations","Female","New York County","year2017",65967,"year2017_2019"
"Life, physical, and social science occupations","Female","New York County","year2018",71631,"year2017_2019"
"Life, physical, and social science occupations","Female","New York County","year2019",77905,"year2017_2019"
"Community and social service occupations","Female","New York County","year2010",42123,"year2010_2013"
"Community and social service occupations","Female","New York County","year2011",42799,"year2010_2013"
"Community and social service occupations","Female","New York County","year2012",44871,"year2010_2013"
"Community and social service occupations","Female","New York County","year2013",43673,"year2010_2013"
"Community and social service occupations","Female","New York County","year2014",44757,"year2014_2016"
"Community and social service occupations","Female","New York County","year2015",51036,"year2014_2016"
"Community and social service occupations","Female","New York County","year2016",39468,"year2014_2016"
"Community and social service occupations","Female","New York County","year2017",50875,"year2017_2019"
"Community and social service occupations","Female","New York County","year2018",50744,"year2017_2019"
"Community and social service occupations","Female","New York County","year2019",59966,"year2017_2019"
"Legal occupations","Female","New York County","year2010",130675,"year2010_2013"
"Legal occupations","Female","New York County","year2011",114509,"year2010_2013"
"Legal occupations","Female","New York County","year2012",116070,"year2010_2013"
"Legal occupations","Female","New York County","year2013",121002,"year2010_2013"
"Legal occupations","Female","New York County","year2014",112230,"year2014_2016"
"Legal occupations","Female","New York County","year2015",126114,"year2014_2016"
"Legal occupations","Female","New York County","year2016",140763,"year2014_2016"
"Legal occupations","Female","New York County","year2017",130850,"year2017_2019"
"Legal occupations","Female","New York County","year2018",142464,"year2017_2019"
"Legal occupations","Female","New York County","year2019",166940,"year2017_2019"
"Education, training, and library occupations","Female","New York County","year2010",42362,"year2010_2013"
"Education, training, and library occupations","Female","New York County","year2011",44464,"year2010_2013"
"Education, training, and library occupations","Female","New York County","year2012",50086,"year2010_2013"
"Education, training, and library occupations","Female","New York County","year2013",39042,"year2010_2013"
"Education, training, and library occupations","Female","New York County","year2014",50418,"year2014_2016"
"Education, training, and library occupations","Female","New York County","year2015",52707,"year2014_2016"
"Education, training, and library occupations","Female","New York County","year2016",51448,"year2014_2016"
"Education, training, and library occupations","Female","New York County","year2017",42958,"year2017_2019"
"Education, training, and library occupations","Female","New York County","year2018",52305,"year2017_2019"
"Education, training, and library occupations","Female","New York County","year2019",52339,"year2017_2019"
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2010",51261,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2011",50601,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2012",55407,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2013",55574,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2014",60789,"year2014_2016"
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2015",52236,"year2014_2016"
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2016",57070,"year2014_2016"
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2017",59299,"year2017_2019"
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2018",64766,"year2017_2019"
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2019",66616,"year2017_2019"
"Health diagnosing and treating practitioners and other technical occupations","Female","New York County","year2010",63712,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Female","New York County","year2011",72187,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Female","New York County","year2012",70792,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Female","New York County","year2013",90359,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Female","New York County","year2014",86072,"year2014_2016"
"Health diagnosing and treating practitioners and other technical occupations","Female","New York County","year2015",76433,"year2014_2016"
"Health diagnosing and treating practitioners and other technical occupations","Female","New York County","year2016",79470,"year2014_2016"
"Health diagnosing and treating practitioners and other technical occupations","Female","New York County","year2017",85135,"year2017_2019"
"Health diagnosing and treating practitioners and other technical occupations","Female","New York County","year2018",94194,"year2017_2019"
"Health diagnosing and treating practitioners and other technical occupations","Female","New York County","year2019",85975,"year2017_2019"
"Health technologists and technicians","Female","New York County","year2010",37000,"year2010_2013"
"Health technologists and technicians","Female","New York County","year2011",45895,"year2010_2013"
"Health technologists and technicians","Female","New York County","year2012",51245,"year2010_2013"
"Health technologists and technicians","Female","New York County","year2013",40459,"year2010_2013"
"Health technologists and technicians","Female","New York County","year2014",47402,"year2014_2016"
"Health technologists and technicians","Female","New York County","year2015",41831,"year2014_2016"
"Health technologists and technicians","Female","New York County","year2016",50213,"year2014_2016"
"Health technologists and technicians","Female","New York County","year2017",61766,"year2017_2019"
"Health technologists and technicians","Female","New York County","year2018",60870,"year2017_2019"
"Health technologists and technicians","Female","New York County","year2019",51198,"year2017_2019"
"Healthcare support occupations","Female","New York County","year2010",20370,"year2010_2013"
"Healthcare support occupations","Female","New York County","year2011",19482,"year2010_2013"
"Healthcare support occupations","Female","New York County","year2012",17464,"year2010_2013"
"Healthcare support occupations","Female","New York County","year2013",18607,"year2010_2013"
"Healthcare support occupations","Female","New York County","year2014",18845,"year2014_2016"
"Healthcare support occupations","Female","New York County","year2015",20340,"year2014_2016"
"Healthcare support occupations","Female","New York County","year2016",19594,"year2014_2016"
"Healthcare support occupations","Female","New York County","year2017",19282,"year2017_2019"
"Healthcare support occupations","Female","New York County","year2018",21261,"year2017_2019"
"Healthcare support occupations","Female","New York County","year2019",24253,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","New York County","year2010",24757,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","New York County","year2011",30621,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","New York County","year2012",28974,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","New York County","year2013",16052,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","New York County","year2014",27772,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","New York County","year2015",27602,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","New York County","year2016",21921,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","New York County","year2017",47905,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","New York County","year2018",31819,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","New York County","year2019",13186,"year2017_2019"
"Law enforcement workers including supervisors","Female","New York County","year2010",63725,"year2010_2013"
