"Occupations","Gender","Boroughs","year","Salary","year_range"
"Education, training, and library occupations","Male","Bronx County","year2016",33250,"year2014_2016"
"Education, training, and library occupations","Male","Bronx County","year2017",51480,"year2017_2019"
"Education, training, and library occupations","Male","Bronx County","year2018",44607,"year2017_2019"
"Education, training, and library occupations","Male","Bronx County","year2019",45211,"year2017_2019"
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2010",35569,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2011",32840,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2012",29458,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2013",46815,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2014",36098,"year2014_2016"
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2015",35784,"year2014_2016"
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2016",31034,"year2014_2016"
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2017",40477,"year2017_2019"
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2018",40793,"year2017_2019"
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2019",61171,"year2017_2019"
"Health diagnosing and treating practitioners and other technical occupations","Male","Bronx County","year2010",81106,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Male","Bronx County","year2011",64250,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Male","Bronx County","year2012",61218,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Male","Bronx County","year2013",67006,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Male","Bronx County","year2014",66363,"year2014_2016"
"Health diagnosing and treating practitioners and other technical occupations","Male","Bronx County","year2015",80287,"year2014_2016"
"Health diagnosing and treating practitioners and other technical occupations","Male","Bronx County","year2016",82529,"year2014_2016"
"Health diagnosing and treating practitioners and other technical occupations","Male","Bronx County","year2017",62091,"year2017_2019"
"Health diagnosing and treating practitioners and other technical occupations","Male","Bronx County","year2018",71750,"year2017_2019"
"Health diagnosing and treating practitioners and other technical occupations","Male","Bronx County","year2019",66418,"year2017_2019"
"Health technologists and technicians","Male","Bronx County","year2010",44469,"year2010_2013"
"Health technologists and technicians","Male","Bronx County","year2011",45636,"year2010_2013"
"Health technologists and technicians","Male","Bronx County","year2012",51704,"year2010_2013"
"Health technologists and technicians","Male","Bronx County","year2013",44063,"year2010_2013"
"Health technologists and technicians","Male","Bronx County","year2014",50592,"year2014_2016"
"Health technologists and technicians","Male","Bronx County","year2015",40350,"year2014_2016"
"Health technologists and technicians","Male","Bronx County","year2016",45907,"year2014_2016"
"Health technologists and technicians","Male","Bronx County","year2017",49470,"year2017_2019"
"Health technologists and technicians","Male","Bronx County","year2018",46242,"year2017_2019"
"Health technologists and technicians","Male","Bronx County","year2019",52220,"year2017_2019"
"Healthcare support occupations","Male","Bronx County","year2010",35139,"year2010_2013"
"Healthcare support occupations","Male","Bronx County","year2011",26759,"year2010_2013"
"Healthcare support occupations","Male","Bronx County","year2012",31369,"year2010_2013"
"Healthcare support occupations","Male","Bronx County","year2013",30263,"year2010_2013"
"Healthcare support occupations","Male","Bronx County","year2014",27053,"year2014_2016"
"Healthcare support occupations","Male","Bronx County","year2015",27765,"year2014_2016"
"Healthcare support occupations","Male","Bronx County","year2016",32741,"year2014_2016"
"Healthcare support occupations","Male","Bronx County","year2017",29344,"year2017_2019"
"Healthcare support occupations","Male","Bronx County","year2018",25939,"year2017_2019"
"Healthcare support occupations","Male","Bronx County","year2019",26052,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","Bronx County","year2010",24917,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","Bronx County","year2011",30254,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","Bronx County","year2012",30755,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","Bronx County","year2013",26877,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","Bronx County","year2014",25973,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","Bronx County","year2015",31007,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","Bronx County","year2016",27193,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","Bronx County","year2017",32435,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","Bronx County","year2018",34061,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Male","Bronx County","year2019",30703,"year2017_2019"
"Law enforcement workers including supervisors","Male","Bronx County","year2010",85363,"year2010_2013"
"Law enforcement workers including supervisors","Male","Bronx County","year2011",72654,"year2010_2013"
"Law enforcement workers including supervisors","Male","Bronx County","year2012",64814,"year2010_2013"
"Law enforcement workers including supervisors","Male","Bronx County","year2013",54977,"year2010_2013"
"Law enforcement workers including supervisors","Male","Bronx County","year2014",90816,"year2014_2016"
"Law enforcement workers including supervisors","Male","Bronx County","year2015",63261,"year2014_2016"
"Law enforcement workers including supervisors","Male","Bronx County","year2016",61782,"year2014_2016"
"Law enforcement workers including supervisors","Male","Bronx County","year2017",58658,"year2017_2019"
"Law enforcement workers including supervisors","Male","Bronx County","year2018",62744,"year2017_2019"
"Law enforcement workers including supervisors","Male","Bronx County","year2019",75328,"year2017_2019"
"Food preparation and serving related occupations","Male","Bronx County","year2010",19478,"year2010_2013"
"Food preparation and serving related occupations","Male","Bronx County","year2011",20006,"year2010_2013"
"Food preparation and serving related occupations","Male","Bronx County","year2012",19587,"year2010_2013"
"Food preparation and serving related occupations","Male","Bronx County","year2013",18055,"year2010_2013"
"Food preparation and serving related occupations","Male","Bronx County","year2014",20702,"year2014_2016"
"Food preparation and serving related occupations","Male","Bronx County","year2015",18768,"year2014_2016"
"Food preparation and serving related occupations","Male","Bronx County","year2016",21296,"year2014_2016"
"Food preparation and serving related occupations","Male","Bronx County","year2017",22886,"year2017_2019"
"Food preparation and serving related occupations","Male","Bronx County","year2018",24204,"year2017_2019"
"Food preparation and serving related occupations","Male","Bronx County","year2019",24744,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Male","Bronx County","year2010",25166,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Male","Bronx County","year2011",25074,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Male","Bronx County","year2012",29505,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Male","Bronx County","year2013",26307,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Male","Bronx County","year2014",22303,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Male","Bronx County","year2015",30254,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Male","Bronx County","year2016",26873,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Male","Bronx County","year2017",27204,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Male","Bronx County","year2018",26755,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Male","Bronx County","year2019",32312,"year2017_2019"
"Personal care and service occupations","Male","Bronx County","year2010",24566,"year2010_2013"
"Personal care and service occupations","Male","Bronx County","year2011",27188,"year2010_2013"
"Personal care and service occupations","Male","Bronx County","year2012",22220,"year2010_2013"
"Personal care and service occupations","Male","Bronx County","year2013",28399,"year2010_2013"
"Personal care and service occupations","Male","Bronx County","year2014",21945,"year2014_2016"
"Personal care and service occupations","Male","Bronx County","year2015",24960,"year2014_2016"
"Personal care and service occupations","Male","Bronx County","year2016",30987,"year2014_2016"
"Personal care and service occupations","Male","Bronx County","year2017",26783,"year2017_2019"
"Personal care and service occupations","Male","Bronx County","year2018",29521,"year2017_2019"
"Personal care and service occupations","Male","Bronx County","year2019",35087,"year2017_2019"
"Sales and related occupations","Male","Bronx County","year2010",24829,"year2010_2013"
"Sales and related occupations","Male","Bronx County","year2011",21561,"year2010_2013"
"Sales and related occupations","Male","Bronx County","year2012",23103,"year2010_2013"
"Sales and related occupations","Male","Bronx County","year2013",19969,"year2010_2013"
"Sales and related occupations","Male","Bronx County","year2014",25578,"year2014_2016"
"Sales and related occupations","Male","Bronx County","year2015",21825,"year2014_2016"
"Sales and related occupations","Male","Bronx County","year2016",25104,"year2014_2016"
"Sales and related occupations","Male","Bronx County","year2017",22080,"year2017_2019"
"Sales and related occupations","Male","Bronx County","year2018",30264,"year2017_2019"
"Sales and related occupations","Male","Bronx County","year2019",30271,"year2017_2019"
"Office and administrative support occupations","Male","Bronx County","year2010",27301,"year2010_2013"
"Office and administrative support occupations","Male","Bronx County","year2011",28801,"year2010_2013"
"Office and administrative support occupations","Male","Bronx County","year2012",28406,"year2010_2013"
"Office and administrative support occupations","Male","Bronx County","year2013",29414,"year2010_2013"
"Office and administrative support occupations","Male","Bronx County","year2014",25421,"year2014_2016"
"Office and administrative support occupations","Male","Bronx County","year2015",27270,"year2014_2016"
"Office and administrative support occupations","Male","Bronx County","year2016",25635,"year2014_2016"
"Office and administrative support occupations","Male","Bronx County","year2017",30997,"year2017_2019"
"Office and administrative support occupations","Male","Bronx County","year2018",33006,"year2017_2019"
"Office and administrative support occupations","Male","Bronx County","year2019",37011,"year2017_2019"
"Farming, fishing, and forestry occupations","Male","Bronx County","year2010",41019,"year2010_2013"
"Farming, fishing, and forestry occupations","Male","Bronx County","year2011",25825,"year2010_2013"
"Farming, fishing, and forestry occupations","Male","Bronx County","year2012",18113,"year2010_2013"
"Farming, fishing, and forestry occupations","Male","Bronx County","year2013",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Male","Bronx County","year2014",NA,"year2014_2016"
"Farming, fishing, and forestry occupations","Male","Bronx County","year2015",25739,"year2014_2016"
"Farming, fishing, and forestry occupations","Male","Bronx County","year2016",30833,"year2014_2016"
"Farming, fishing, and forestry occupations","Male","Bronx County","year2017",NA,"year2017_2019"
"Farming, fishing, and forestry occupations","Male","Bronx County","year2018",30112,"year2017_2019"
"Farming, fishing, and forestry occupations","Male","Bronx County","year2019",24372,"year2017_2019"
"Construction and extraction occupations","Male","Bronx County","year2010",30809,"year2010_2013"
"Construction and extraction occupations","Male","Bronx County","year2011",27890,"year2010_2013"
"Construction and extraction occupations","Male","Bronx County","year2012",30197,"year2010_2013"
"Construction and extraction occupations","Male","Bronx County","year2013",35941,"year2010_2013"
"Construction and extraction occupations","Male","Bronx County","year2014",30436,"year2014_2016"
"Construction and extraction occupations","Male","Bronx County","year2015",31852,"year2014_2016"
"Construction and extraction occupations","Male","Bronx County","year2016",31630,"year2014_2016"
"Construction and extraction occupations","Male","Bronx County","year2017",30548,"year2017_2019"
"Construction and extraction occupations","Male","Bronx County","year2018",32101,"year2017_2019"
"Construction and extraction occupations","Male","Bronx County","year2019",32241,"year2017_2019"
"Installation, maintenance, and repair occupations","Male","Bronx County","year2010",31363,"year2010_2013"
"Installation, maintenance, and repair occupations","Male","Bronx County","year2011",31537,"year2010_2013"
"Installation, maintenance, and repair occupations","Male","Bronx County","year2012",39667,"year2010_2013"
"Installation, maintenance, and repair occupations","Male","Bronx County","year2013",34281,"year2010_2013"
"Installation, maintenance, and repair occupations","Male","Bronx County","year2014",39562,"year2014_2016"
"Installation, maintenance, and repair occupations","Male","Bronx County","year2015",31711,"year2014_2016"
"Installation, maintenance, and repair occupations","Male","Bronx County","year2016",37092,"year2014_2016"
"Installation, maintenance, and repair occupations","Male","Bronx County","year2017",36917,"year2017_2019"
"Installation, maintenance, and repair occupations","Male","Bronx County","year2018",41806,"year2017_2019"
"Installation, maintenance, and repair occupations","Male","Bronx County","year2019",43249,"year2017_2019"
"Production occupations","Male","Bronx County","year2010",25244,"year2010_2013"
"Production occupations","Male","Bronx County","year2011",26881,"year2010_2013"
"Production occupations","Male","Bronx County","year2012",26710,"year2010_2013"
"Production occupations","Male","Bronx County","year2013",30581,"year2010_2013"
"Production occupations","Male","Bronx County","year2014",26894,"year2014_2016"
"Production occupations","Male","Bronx County","year2015",28664,"year2014_2016"
"Production occupations","Male","Bronx County","year2016",26814,"year2014_2016"
"Production occupations","Male","Bronx County","year2017",29344,"year2017_2019"
"Production occupations","Male","Bronx County","year2018",35150,"year2017_2019"
"Production occupations","Male","Bronx County","year2019",31743,"year2017_2019"
"Transportation occupations","Male","Bronx County","year2010",22453,"year2010_2013"
"Transportation occupations","Male","Bronx County","year2011",25316,"year2010_2013"
"Transportation occupations","Male","Bronx County","year2012",27285,"year2010_2013"
"Transportation occupations","Male","Bronx County","year2013",26681,"year2010_2013"
"Transportation occupations","Male","Bronx County","year2014",26533,"year2014_2016"
"Transportation occupations","Male","Bronx County","year2015",30775,"year2014_2016"
"Transportation occupations","Male","Bronx County","year2016",30746,"year2014_2016"
"Transportation occupations","Male","Bronx County","year2017",26509,"year2017_2019"
"Transportation occupations","Male","Bronx County","year2018",28042,"year2017_2019"
"Transportation occupations","Male","Bronx County","year2019",35146,"year2017_2019"
"Material moving occupations","Male","Bronx County","year2010",18259,"year2010_2013"
"Material moving occupations","Male","Bronx County","year2011",25506,"year2010_2013"
"Material moving occupations","Male","Bronx County","year2012",20538,"year2010_2013"
"Material moving occupations","Male","Bronx County","year2013",21192,"year2010_2013"
"Material moving occupations","Male","Bronx County","year2014",22169,"year2014_2016"
"Material moving occupations","Male","Bronx County","year2015",21651,"year2014_2016"
"Material moving occupations","Male","Bronx County","year2016",26553,"year2014_2016"
"Material moving occupations","Male","Bronx County","year2017",22845,"year2017_2019"
"Material moving occupations","Male","Bronx County","year2018",27101,"year2017_2019"
"Material moving occupations","Male","Bronx County","year2019",28148,"year2017_2019"
"Management occupations","Female","Bronx County","year2010",51569,"year2010_2013"
"Management occupations","Female","Bronx County","year2011",51271,"year2010_2013"
"Management occupations","Female","Bronx County","year2012",56626,"year2010_2013"
"Management occupations","Female","Bronx County","year2013",56057,"year2010_2013"
"Management occupations","Female","Bronx County","year2014",56559,"year2014_2016"
"Management occupations","Female","Bronx County","year2015",53073,"year2014_2016"
"Management occupations","Female","Bronx County","year2016",51837,"year2014_2016"
"Management occupations","Female","Bronx County","year2017",61515,"year2017_2019"
"Management occupations","Female","Bronx County","year2018",52721,"year2017_2019"
"Management occupations","Female","Bronx County","year2019",62488,"year2017_2019"
"Business and financial operations occupations","Female","Bronx County","year2010",47375,"year2010_2013"
"Business and financial operations occupations","Female","Bronx County","year2011",48341,"year2010_2013"
"Business and financial operations occupations","Female","Bronx County","year2012",47392,"year2010_2013"
"Business and financial operations occupations","Female","Bronx County","year2013",58272,"year2010_2013"
"Business and financial operations occupations","Female","Bronx County","year2014",53421,"year2014_2016"
"Business and financial operations occupations","Female","Bronx County","year2015",51814,"year2014_2016"
"Business and financial operations occupations","Female","Bronx County","year2016",52176,"year2014_2016"
"Business and financial operations occupations","Female","Bronx County","year2017",54891,"year2017_2019"
"Business and financial operations occupations","Female","Bronx County","year2018",56932,"year2017_2019"
"Business and financial operations occupations","Female","Bronx County","year2019",61917,"year2017_2019"
"Computer and mathematical occupations","Female","Bronx County","year2010",60507,"year2010_2013"
"Computer and mathematical occupations","Female","Bronx County","year2011",64071,"year2010_2013"
"Computer and mathematical occupations","Female","Bronx County","year2012",55952,"year2010_2013"
"Computer and mathematical occupations","Female","Bronx County","year2013",73016,"year2010_2013"
"Computer and mathematical occupations","Female","Bronx County","year2014",71258,"year2014_2016"
"Computer and mathematical occupations","Female","Bronx County","year2015",45224,"year2014_2016"
"Computer and mathematical occupations","Female","Bronx County","year2016",61926,"year2014_2016"
"Computer and mathematical occupations","Female","Bronx County","year2017",58610,"year2017_2019"
"Computer and mathematical occupations","Female","Bronx County","year2018",75732,"year2017_2019"
"Computer and mathematical occupations","Female","Bronx County","year2019",61564,"year2017_2019"
"Architecture and engineering occupations","Female","Bronx County","year2010",35373,"year2010_2013"
"Architecture and engineering occupations","Female","Bronx County","year2011",7990,"year2010_2013"
"Architecture and engineering occupations","Female","Bronx County","year2012",65225,"year2010_2013"
"Architecture and engineering occupations","Female","Bronx County","year2013",44890,"year2010_2013"
"Architecture and engineering occupations","Female","Bronx County","year2014",76688,"year2014_2016"
"Architecture and engineering occupations","Female","Bronx County","year2015",48274,"year2014_2016"
"Architecture and engineering occupations","Female","Bronx County","year2016",32207,"year2014_2016"
"Architecture and engineering occupations","Female","Bronx County","year2017",52604,"year2017_2019"
"Architecture and engineering occupations","Female","Bronx County","year2018",75982,"year2017_2019"
"Architecture and engineering occupations","Female","Bronx County","year2019",71129,"year2017_2019"
"Life, physical, and social science occupations","Female","Bronx County","year2010",62160,"year2010_2013"
"Life, physical, and social science occupations","Female","Bronx County","year2011",52132,"year2010_2013"
"Life, physical, and social science occupations","Female","Bronx County","year2012",62484,"year2010_2013"
"Life, physical, and social science occupations","Female","Bronx County","year2013",56810,"year2010_2013"
"Life, physical, and social science occupations","Female","Bronx County","year2014",42198,"year2014_2016"
"Life, physical, and social science occupations","Female","Bronx County","year2015",51408,"year2014_2016"
"Life, physical, and social science occupations","Female","Bronx County","year2016",32269,"year2014_2016"
"Life, physical, and social science occupations","Female","Bronx County","year2017",41853,"year2017_2019"
"Life, physical, and social science occupations","Female","Bronx County","year2018",44227,"year2017_2019"
"Life, physical, and social science occupations","Female","Bronx County","year2019",85163,"year2017_2019"
"Community and social service occupations","Female","Bronx County","year2010",38509,"year2010_2013"
"Community and social service occupations","Female","Bronx County","year2011",37496,"year2010_2013"
"Community and social service occupations","Female","Bronx County","year2012",38592,"year2010_2013"
"Community and social service occupations","Female","Bronx County","year2013",43469,"year2010_2013"
"Community and social service occupations","Female","Bronx County","year2014",41386,"year2014_2016"
"Community and social service occupations","Female","Bronx County","year2015",40464,"year2014_2016"
"Community and social service occupations","Female","Bronx County","year2016",42591,"year2014_2016"
"Community and social service occupations","Female","Bronx County","year2017",41509,"year2017_2019"
"Community and social service occupations","Female","Bronx County","year2018",43548,"year2017_2019"
"Community and social service occupations","Female","Bronx County","year2019",51752,"year2017_2019"
"Legal occupations","Female","Bronx County","year2010",54693,"year2010_2013"
"Legal occupations","Female","Bronx County","year2011",42318,"year2010_2013"
"Legal occupations","Female","Bronx County","year2012",70121,"year2010_2013"
"Legal occupations","Female","Bronx County","year2013",49178,"year2010_2013"
"Legal occupations","Female","Bronx County","year2014",50856,"year2014_2016"
"Legal occupations","Female","Bronx County","year2015",51469,"year2014_2016"
"Legal occupations","Female","Bronx County","year2016",51660,"year2014_2016"
"Legal occupations","Female","Bronx County","year2017",55435,"year2017_2019"
"Legal occupations","Female","Bronx County","year2018",61208,"year2017_2019"
"Legal occupations","Female","Bronx County","year2019",53900,"year2017_2019"
"Education, training, and library occupations","Female","Bronx County","year2010",40006,"year2010_2013"
"Education, training, and library occupations","Female","Bronx County","year2011",37265,"year2010_2013"
"Education, training, and library occupations","Female","Bronx County","year2012",34361,"year2010_2013"
"Education, training, and library occupations","Female","Bronx County","year2013",35745,"year2010_2013"
"Education, training, and library occupations","Female","Bronx County","year2014",35858,"year2014_2016"
"Education, training, and library occupations","Female","Bronx County","year2015",31867,"year2014_2016"
"Education, training, and library occupations","Female","Bronx County","year2016",32289,"year2014_2016"
"Education, training, and library occupations","Female","Bronx County","year2017",39749,"year2017_2019"
"Education, training, and library occupations","Female","Bronx County","year2018",38687,"year2017_2019"
"Education, training, and library occupations","Female","Bronx County","year2019",37685,"year2017_2019"
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2010",52075,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2011",34090,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2012",33000,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2013",29737,"year2010_2013"
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2014",32427,"year2014_2016"
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2015",36592,"year2014_2016"
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2016",35000,"year2014_2016"
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2017",35840,"year2017_2019"
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2018",23232,"year2017_2019"
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2019",40908,"year2017_2019"
"Health diagnosing and treating practitioners and other technical occupations","Female","Bronx County","year2010",66384,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Female","Bronx County","year2011",65566,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Female","Bronx County","year2012",69219,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Female","Bronx County","year2013",71201,"year2010_2013"
"Health diagnosing and treating practitioners and other technical occupations","Female","Bronx County","year2014",75396,"year2014_2016"
"Health diagnosing and treating practitioners and other technical occupations","Female","Bronx County","year2015",66374,"year2014_2016"
"Health diagnosing and treating practitioners and other technical occupations","Female","Bronx County","year2016",75063,"year2014_2016"
"Health diagnosing and treating practitioners and other technical occupations","Female","Bronx County","year2017",75022,"year2017_2019"
"Health diagnosing and treating practitioners and other technical occupations","Female","Bronx County","year2018",79379,"year2017_2019"
"Health diagnosing and treating practitioners and other technical occupations","Female","Bronx County","year2019",81359,"year2017_2019"
"Health technologists and technicians","Female","Bronx County","year2010",39129,"year2010_2013"
"Health technologists and technicians","Female","Bronx County","year2011",36468,"year2010_2013"
"Health technologists and technicians","Female","Bronx County","year2012",45982,"year2010_2013"
"Health technologists and technicians","Female","Bronx County","year2013",41413,"year2010_2013"
"Health technologists and technicians","Female","Bronx County","year2014",40760,"year2014_2016"
"Health technologists and technicians","Female","Bronx County","year2015",35351,"year2014_2016"
"Health technologists and technicians","Female","Bronx County","year2016",37281,"year2014_2016"
"Health technologists and technicians","Female","Bronx County","year2017",38016,"year2017_2019"
"Health technologists and technicians","Female","Bronx County","year2018",34606,"year2017_2019"
"Health technologists and technicians","Female","Bronx County","year2019",49196,"year2017_2019"
"Healthcare support occupations","Female","Bronx County","year2010",20758,"year2010_2013"
"Healthcare support occupations","Female","Bronx County","year2011",20742,"year2010_2013"
"Healthcare support occupations","Female","Bronx County","year2012",19159,"year2010_2013"
"Healthcare support occupations","Female","Bronx County","year2013",20193,"year2010_2013"
